UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power [W],Disipation,Type_H,Type_L,Type_M,Machine failure,TWF,HDF,PWF,OSF
7681,L54860,300.7,311.7,1395,43.7,215,6383.873351727139,11.0,False,True,False,0,0,0,0,0
7682,L54861,300.7,311.8,1443,43.7,217,6603.533510066138,11.100000000000023,False,True,False,0,0,0,0,0
7683,M22542,300.7,311.7,1412,49.1,219,7260.136846641915,11.0,False,False,True,0,0,0,0,0
7684,L54863,300.7,311.7,1524,43.5,222,6942.291445902724,11.0,False,True,False,0,0,0,0,0
7685,M22544,300.7,311.8,1407,42.4,224,6247.245487222519,11.100000000000023,False,False,True,0,0,0,0,0
7686,L54865,300.8,311.7,1397,43.5,227,6363.767158744164,10.899999999999977,False,True,False,0,0,0,0,0
7687,M22546,300.7,311.7,1504,36.9,229,5811.695081728829,11.0,False,False,True,0,0,0,0,0
7688,M22547,300.7,311.7,2097,18.9,232,4150.389470584011,11.0,False,False,True,1,1,0,0,0
7689,L54868,300.6,311.7,1553,39.8,0,6472.665232093098,11.099999999999966,False,True,False,0,0,0,0,0
7690,L54869,300.6,311.7,1432,39.2,2,5878.38062178903,11.099999999999966,False,True,False,0,0,0,0,0
7691,M22550,300.5,311.6,1577,36.5,4,6027.721464565176,11.100000000000023,False,False,True,0,0,0,0,0
7692,M22551,300.5,311.5,1370,56.1,7,8048.4462192316905,11.0,False,False,True,0,0,0,0,0
7693,H37106,300.5,311.6,1506,36.2,10,5709.027833809516,11.100000000000023,True,False,False,0,0,0,0,0
7694,L54873,300.6,311.6,1964,21.4,15,4401.329419777252,11.0,False,True,False,0,0,0,0,0
7695,H37108,300.6,311.7,1500,36.7,17,5764.822519337271,11.099999999999966,True,False,False,0,0,0,0,0
7696,L54875,300.6,311.7,1488,47.7,22,7432.756890981163,11.099999999999966,False,True,False,0,0,0,0,0
7697,H37110,300.6,311.5,1282,60.2,24,8081.89370901691,10.899999999999977,True,False,False,0,0,0,0,0
7698,L54877,300.5,311.4,1400,45.1,29,6612.005338255319,10.899999999999977,False,True,False,0,0,0,0,0
7699,L54878,300.6,311.5,1419,38.6,31,5735.8570350711725,10.899999999999977,False,True,False,0,0,0,0,0
7700,M22559,300.7,311.5,1441,40.6,33,6126.587385373647,10.800000000000011,False,False,True,0,0,0,0,0
7701,M22560,300.7,311.6,1348,62.5,36,8822.639368831336,10.900000000000034,False,False,True,0,0,0,0,0
7702,H37115,300.8,311.7,1468,38.7,39,5949.296839956063,10.899999999999977,True,False,False,0,0,0,0,0
7703,M22562,300.7,311.7,1701,30.8,44,5486.351746523072,11.0,False,False,True,0,0,0,0,0
7704,H37117,300.7,311.7,1864,23.6,47,4606.663915615882,11.0,True,False,False,0,0,0,0,0
7705,M22564,300.6,311.6,1630,31.8,52,5428.043786872445,11.0,False,False,True,0,0,0,0,0
7706,L54885,300.5,311.5,1316,49.7,55,6849.216527552371,11.0,False,True,False,0,0,0,0,0
7707,L54886,300.5,311.5,1708,31.2,57,5580.473862424621,11.0,False,True,False,0,0,0,0,0
7708,H37121,300.5,311.4,1679,27.5,59,4835.17289326249,10.899999999999977,True,False,False,0,0,0,0,0
7709,L54888,300.5,311.4,1709,32.3,64,5780.603786433802,10.899999999999977,False,True,False,0,0,0,0,0
7710,L54889,300.5,311.4,1445,41.5,66,6279.781915138196,10.899999999999977,False,True,False,0,0,0,0,0
7711,M22570,300.5,311.4,1390,51.9,68,7554.5878540873755,10.899999999999977,False,False,True,0,0,0,0,0
7712,L54891,300.4,311.4,1309,55.5,71,7607.8378495657225,11.0,False,True,False,0,0,0,0,0
7713,L54892,300.5,311.5,1499,37.6,73,5902.256725956312,11.0,False,True,False,0,0,0,0,0
7714,M22573,300.5,311.4,2072,18.8,75,4079.2114530291788,10.899999999999977,False,False,True,0,0,0,0,0
7715,L54894,300.5,311.5,1487,43.0,78,6695.8858621061645,11.0,False,True,False,0,0,0,0,0
7716,L54895,300.5,311.5,1302,49.6,80,6762.718009823533,11.0,False,True,False,0,0,0,0,0
7717,M22576,300.5,311.5,1378,48.2,82,6955.444247145754,11.0,False,False,True,0,0,0,0,0
7718,L54897,300.5,311.6,1365,53.0,85,7575.950684131786,11.100000000000023,False,True,False,0,0,0,0,0
7719,H37132,300.6,311.7,1427,44.6,87,6664.805038786651,11.099999999999966,True,False,False,0,0,0,0,0
7720,H37133,300.6,311.7,1535,33.3,92,5352.802642818968,11.099999999999966,True,False,False,0,0,0,0,0
7721,H37134,300.5,311.6,1476,41.7,97,6445.417151810963,11.100000000000023,True,False,False,0,0,0,0,0
7722,L54901,300.5,311.6,1425,42.4,102,6327.167604329843,11.100000000000023,False,True,False,0,0,0,0,0
7723,L54902,300.5,311.7,1409,54.7,104,8070.992382508954,11.199999999999989,False,True,False,0,0,0,0,0
7724,L54903,300.5,311.6,1730,30.2,106,5471.188325981744,11.100000000000023,False,True,False,0,0,0,0,0
7725,M22584,300.5,311.6,1454,41.4,108,6303.668491280991,11.100000000000023,False,False,True,0,0,0,0,0
7726,L54905,300.6,311.7,1744,26.9,111,4912.78070378167,11.099999999999966,False,True,False,0,0,0,0,0
7727,M22586,300.8,311.9,1761,29.0,113,5347.933174205905,11.099999999999966,False,False,True,0,0,0,0,0
7728,M22587,300.7,311.9,1657,30.9,116,5361.787597808236,11.199999999999989,False,False,True,0,0,0,0,0
7729,L54908,300.7,311.8,1420,47.0,119,6988.996456686093,11.100000000000023,False,True,False,0,0,0,0,0
7730,H37143,300.7,311.9,1329,59.2,121,8239.015229598448,11.199999999999989,True,False,False,0,0,0,0,0
7731,L54910,300.6,311.9,1472,44.2,126,6813.318595497351,11.299999999999955,False,True,False,0,0,0,0,0
7732,L54911,300.6,312.0,1566,30.1,128,4936.133209173355,11.399999999999977,False,True,False,0,0,0,0,0
7733,L54912,300.6,312.0,1430,42.7,130,6394.292967361545,11.399999999999977,False,True,False,0,0,0,0,0
7734,L54913,300.6,312.0,1481,40.9,132,6343.179254887638,11.399999999999977,False,True,False,0,0,0,0,0
7735,L54914,300.6,312.0,1670,29.4,134,5141.530536865055,11.399999999999977,False,True,False,0,0,0,0,0
7736,L54915,300.6,312.0,1406,55.1,136,8112.702260973113,11.399999999999977,False,True,False,0,0,0,0,0
7737,H37150,300.6,312.1,1354,46.9,138,6649.976721461707,11.5,True,False,False,0,0,0,0,0
7738,M22597,300.5,312.0,1985,19.3,143,4011.8661785117256,11.5,False,False,True,0,0,0,0,0
7739,M22598,300.5,312.0,1263,60.8,146,8041.471883540721,11.5,False,False,True,0,0,0,0,0
7740,L54919,300.5,311.9,1576,31.1,149,5132.692189532956,11.399999999999977,False,True,False,0,0,0,0,0
7741,L54920,300.5,312.0,1453,45.1,151,6862.31696891784,11.5,False,True,False,0,0,0,0,0
7742,L54921,300.5,312.0,1478,39.0,153,6036.256124607428,11.5,False,True,False,0,0,0,0,0
7743,M22602,300.5,311.9,1323,57.9,155,8021.711265749642,11.399999999999977,False,False,True,0,0,0,0,0
7744,L54923,300.5,311.9,1710,28.4,158,5085.610187631157,11.399999999999977,False,True,False,0,0,0,0,0
7745,L54924,300.4,311.7,1314,59.5,160,8187.304614520359,11.300000000000011,False,True,False,0,0,0,0,0
7746,L54925,300.4,311.7,1460,39.6,162,6054.477361998249,11.300000000000011,False,True,False,0,0,0,0,0
7747,M22606,300.4,311.7,1508,45.4,164,7169.44953870829,11.300000000000011,False,False,True,0,0,0,0,0
7748,M22607,300.5,311.8,1331,55.3,167,7707.824271753973,11.300000000000011,False,False,True,0,0,0,0,0
7749,L54928,300.4,311.7,1515,47.4,170,7520.030334897888,11.300000000000011,False,True,False,0,0,0,0,0
7750,L54929,300.4,311.6,1674,33.0,172,5784.928712320245,11.200000000000045,False,True,False,0,0,0,0,0
7751,L54930,300.4,311.7,1444,51.2,174,7742.224711310782,11.300000000000011,False,True,False,0,0,0,0,0
7752,M22611,300.4,311.7,1398,42.6,176,6236.5640722003145,11.300000000000011,False,False,True,0,0,0,0,0
7753,M22612,300.4,311.7,1832,24.2,179,4642.687511377044,11.300000000000011,False,False,True,0,0,0,0,0
7754,M22613,300.5,311.8,1591,42.0,182,6997.583476605905,11.300000000000011,False,False,True,0,0,0,0,0
7755,M22614,300.4,311.7,1478,39.9,185,6175.554342867599,11.300000000000011,False,False,True,0,0,0,0,0
7756,M22615,300.4,311.8,1362,47.6,188,6789.107388113686,11.400000000000034,False,False,True,0,0,0,0,0
7757,L54936,300.5,311.8,1368,57.9,191,8294.558587713915,11.300000000000011,False,True,False,1,0,0,0,1
7758,M22617,300.3,311.7,1723,28.3,193,5106.229507414218,11.399999999999977,False,False,True,0,0,0,0,0
7759,L54938,300.4,311.8,1689,30.8,196,5447.6473250308445,11.400000000000034,False,True,False,0,0,0,0,0
7760,L54939,300.4,311.8,1272,59.2,198,7885.648887922667,11.400000000000034,False,True,False,1,0,0,0,1
7761,M22620,300.4,311.7,1511,33.0,200,5221.641149531595,11.300000000000011,False,False,True,0,0,0,0,0
7762,H37175,300.4,311.6,1715,30.8,203,5531.506904930668,11.200000000000045,True,False,False,0,0,0,0,0
7763,M22622,300.3,311.5,1400,43.8,0,6421.415383937537,11.199999999999989,False,False,True,0,0,0,0,0
7764,L54943,300.4,311.6,1200,76.6,3,9625.839890599125,11.200000000000045,False,True,False,1,0,0,1,0
7765,M22624,300.4,311.7,1555,38.7,5,6301.877783468446,11.300000000000011,False,False,True,0,0,0,0,0
7766,H37179,300.3,311.6,1427,56.2,8,8398.252089233403,11.300000000000011,True,False,False,0,0,0,0,0
7767,L54946,300.3,311.4,1318,52.7,13,7273.6875829544,11.099999999999966,False,True,False,0,0,0,0,0
7768,H37181,300.2,311.4,1319,54.6,15,7541.644492354586,11.199999999999989,True,False,False,0,0,0,0,0
7769,M22628,300.2,311.4,1960,20.9,20,4289.740048721743,11.199999999999989,False,False,True,0,0,0,0,0
7770,L54949,300.3,311.5,1552,38.9,23,6322.224831888195,11.199999999999989,False,True,False,0,0,0,0,0
7771,L54950,300.3,311.5,1548,32.2,25,5219.819025792513,11.199999999999989,False,True,False,0,0,0,0,0
7772,L54951,300.3,311.6,1709,29.5,27,5279.498814235208,11.300000000000011,False,True,False,0,0,0,0,0
7773,H37186,300.3,311.5,1464,41.0,29,6285.698581302458,11.199999999999989,True,False,False,0,0,0,0,0
7774,L54953,300.3,311.4,1759,24.8,34,4568.210821535942,11.099999999999966,False,True,False,0,0,0,0,0
7775,L54954,300.3,311.5,1634,31.9,36,5458.475347710218,11.199999999999989,False,True,False,0,0,0,0,0
7776,L54955,300.3,311.5,1663,33.6,38,5851.404812870205,11.199999999999989,False,True,False,0,0,0,0,0
7777,M22636,300.3,311.5,1445,47.3,40,7157.438182796065,11.199999999999989,False,False,True,0,0,0,0,0
7778,L54957,300.3,311.5,1695,25.6,43,4543.999614152277,11.199999999999989,False,True,False,0,0,0,0,0
7779,L54958,300.4,311.6,1517,39.0,45,6195.534872144432,11.200000000000045,False,True,False,0,0,0,0,0
7780,L54959,300.5,311.7,1811,26.8,47,5082.552370781663,11.199999999999989,False,True,False,0,0,0,0,0
7781,L54960,300.4,311.6,1815,23.5,49,4466.559355241288,11.200000000000045,False,True,False,0,0,0,0,0
7782,L54961,300.4,311.7,1513,40.0,51,6337.639579841809,11.300000000000011,False,True,False,0,0,0,0,0
7783,M22642,300.4,311.6,1518,36.4,53,5786.311013087824,11.200000000000045,False,False,True,0,0,0,0,0
7784,L54963,300.3,311.5,1667,28.8,56,5027.5535553928175,11.199999999999989,False,True,False,0,0,0,0,0
7785,L54964,300.3,311.5,1403,60.1,58,8830.001167616247,11.199999999999989,False,True,False,0,0,0,0,0
7786,L54965,300.2,311.5,1383,42.1,60,6097.2344380136055,11.300000000000011,False,True,False,0,0,0,0,0
7787,L54966,300.3,311.5,1466,46.2,62,7092.585238450461,11.199999999999989,False,True,False,0,0,0,0,0
7788,L54967,300.3,311.5,1378,47.5,64,6854.43157135733,11.199999999999989,False,True,False,0,0,0,0,0
7789,M22648,300.2,311.5,1547,40.9,66,6625.859761857649,11.300000000000011,False,False,True,0,0,0,0,0
7790,L54969,300.2,311.5,1495,38.5,69,6027.4073052998165,11.300000000000011,False,True,False,0,0,0,0,0
7791,L54970,300.1,311.4,1729,29.3,71,5305.0713784354275,11.299999999999955,False,True,False,0,0,0,0,0
7792,L54971,300.1,311.4,1418,47.7,73,7083.097628636619,11.299999999999955,False,True,False,0,0,0,0,0
7793,H37206,300.1,311.4,1485,40.4,75,6282.556988648867,11.299999999999955,True,False,False,0,0,0,0,0
7794,L54973,300.1,311.5,1434,40.8,80,6126.859656736958,11.399999999999977,False,True,False,0,0,0,0,0
7795,M22654,300.2,311.6,1415,55.8,82,8268.357704982976,11.400000000000034,False,False,True,0,0,0,0,0
7796,H37209,300.1,311.6,1674,29.6,85,5188.90575408119,11.5,True,False,False,0,0,0,0,0
7797,L54976,300.1,311.5,1454,52.4,90,7978.556254664829,11.399999999999977,False,True,False,0,0,0,0,0
7798,L54977,300.0,311.4,1476,39.0,92,6028.087983708095,11.399999999999977,False,True,False,0,0,0,0,0
7799,L54978,300.0,311.5,1812,28.3,94,5369.9871546341055,11.5,False,True,False,0,0,0,0,0
7800,L54979,300.0,311.4,1374,41.9,96,6028.779134091884,11.399999999999977,False,True,False,0,0,0,0,0
7801,M22660,300.1,311.4,1524,40.6,98,6479.472016175877,11.299999999999955,False,False,True,0,0,0,0,0
7802,L54981,300.0,311.4,1383,49.6,101,7183.440097992277,11.399999999999977,False,True,False,0,0,0,0,0
7803,L54982,299.9,311.3,1429,58.2,103,8709.31164984084,11.400000000000034,False,True,False,0,0,0,0,0
7804,M22663,299.8,311.3,1517,41.2,105,6545.026582880784,11.5,False,False,True,0,0,0,0,0
7805,M22664,299.9,311.4,1480,44.9,108,6958.837167211631,11.5,False,False,True,0,0,0,0,0
7806,L54985,299.9,311.4,1706,28.8,111,5145.1747843432195,11.5,False,True,False,0,0,0,0,0
7807,L54986,300.0,311.5,1349,48.6,113,6865.573753302062,11.5,False,True,False,0,0,0,0,0
7808,M22667,300.0,311.5,1451,49.0,115,7445.46986925269,11.5,False,False,True,0,0,0,0,0
7809,L54988,299.9,311.4,1627,36.7,118,6252.910825974493,11.5,False,True,False,0,0,0,0,0
7810,M22669,300.0,311.4,1537,35.4,120,5697.780932109664,11.399999999999977,False,False,True,0,0,0,0,0
7811,L54990,300.1,311.5,2218,17.0,123,3948.5630865418907,11.399999999999977,False,True,False,0,0,0,0,0
7812,M22671,300.0,311.4,1466,39.0,125,5987.247279211428,11.399999999999977,False,False,True,0,0,0,0,0
7813,L54992,300.0,311.5,1666,32.0,128,5582.819584939301,11.5,False,True,False,0,0,0,0,0
7814,L54993,300.0,311.5,1455,41.7,130,6353.714062252678,11.5,False,True,False,0,0,0,0,0
7815,L54994,300.0,311.4,1927,24.6,132,4964.156215643376,11.399999999999977,False,True,False,0,0,0,0,0
7816,M22675,299.9,311.3,1703,28.4,134,5064.791900313368,11.400000000000034,False,False,True,0,0,0,0,0
7817,L54996,299.8,311.2,1533,35.9,137,5763.220307083939,11.399999999999977,False,True,False,0,0,0,0,0
7818,H37231,299.8,311.3,1785,25.4,139,4747.888977370254,11.5,True,False,False,0,0,0,0,0
7819,L54998,299.8,311.2,2142,16.6,144,3723.5412767407665,11.399999999999977,False,True,False,0,0,0,0,0
7820,L54999,299.8,311.2,1369,46.2,146,6623.294127857218,11.399999999999977,False,True,False,0,0,0,0,0
7821,M22680,299.8,311.2,1706,29.2,148,5216.635545236875,11.399999999999977,False,False,True,0,0,0,0,0
7822,L55001,299.9,311.3,1802,24.4,151,4604.401968905296,11.400000000000034,False,True,False,0,0,0,0,0
7823,H37236,299.9,311.3,1413,41.8,153,6185.104784534512,11.400000000000034,True,False,False,0,0,0,0,0
7824,L55003,300.0,311.3,1484,53.2,158,8267.499002990995,11.300000000000011,False,True,False,0,0,0,0,0
7825,L55004,299.9,311.3,1535,38.1,160,6124.377798540622,11.400000000000034,False,True,False,0,0,0,0,0
7826,M22685,299.9,311.2,1579,35.5,162,5870.013513354968,11.300000000000011,False,False,True,0,0,0,0,0
7827,L55006,299.8,311.1,1300,64.2,165,8739.910762286805,11.300000000000011,False,True,False,0,0,0,0,0
7828,M22687,299.8,311.1,1452,44.3,167,6735.951640414947,11.300000000000011,False,False,True,0,0,0,0,0
7829,M22688,299.8,311.1,1562,35.7,170,5839.529592639636,11.300000000000011,False,False,True,0,0,0,0,0
7830,L55009,299.8,311.2,1664,28.3,173,4931.378932290922,11.399999999999977,False,True,False,0,0,0,0,0
7831,H37244,299.9,311.2,1495,35.8,175,5604.70601375931,11.300000000000011,True,False,False,0,0,0,0,0
7832,M22691,300.0,311.4,1533,42.6,180,6838.807383893477,11.399999999999977,False,False,True,0,0,0,0,0
7833,L55012,300.0,311.4,1484,37.0,183,5749.952314110278,11.399999999999977,False,True,False,0,0,0,0,0
7834,L55013,300.0,311.4,1604,38.7,185,6500.457855101856,11.399999999999977,False,True,False,0,0,0,0,0
7835,L55014,300.0,311.4,1483,45.6,187,7081.652496015968,11.399999999999977,False,True,False,0,0,0,0,0
7836,L55015,300.1,311.5,1549,34.7,189,5628.718253608249,11.399999999999977,False,True,False,0,0,0,0,0
7837,L55016,300.1,311.4,1604,35.0,191,5878.967052417699,11.299999999999955,False,True,False,0,0,0,0,0
7838,L55017,300.2,311.5,1685,31.0,193,5470.036408675428,11.300000000000011,False,True,False,0,0,0,0,0
7839,L55018,300.2,311.6,1372,49.2,195,7068.8347979893215,11.400000000000034,False,True,False,0,0,0,0,0
7840,L55019,300.3,311.6,1374,47.4,197,6820.146323531153,11.300000000000011,False,True,False,0,0,0,0,0
7841,L55020,300.2,311.6,1606,31.0,199,5213.577728387381,11.400000000000034,False,True,False,0,0,0,0,0
7842,L55021,300.1,311.5,1471,47.2,201,7270.8182616641225,11.399999999999977,False,True,False,0,0,0,0,0
7843,L55022,300.1,311.5,1659,31.1,203,5403.0052934233345,11.399999999999977,False,True,False,0,0,0,0,0
7844,M22703,300.1,311.7,1400,48.5,205,7110.471372624898,11.599999999999966,False,False,True,0,0,0,0,0
7845,L55024,300.1,311.7,1503,42.6,208,6704.975536850552,11.599999999999966,False,True,False,0,0,0,0,0
7846,L55025,300.2,311.8,1798,23.2,210,4368.23797715944,11.600000000000023,False,True,False,0,0,0,0,0
7847,M22706,300.2,311.6,1608,35.0,212,5893.627818134451,11.400000000000034,False,False,True,0,0,0,0,0
7848,L55027,300.2,311.6,1322,50.9,215,7046.571378050881,11.400000000000034,False,True,False,0,0,0,0,0
7849,H37262,300.2,311.6,1547,37.7,217,6107.455086113286,11.400000000000034,True,False,False,0,0,0,0,0
7850,M22709,300.3,311.7,1374,47.9,222,6892.088795298359,11.399999999999977,False,False,True,1,1,0,0,0
7851,M22710,300.3,311.7,1447,36.8,0,5576.285072219835,11.399999999999977,False,False,True,0,0,0,0,0
7852,L55031,300.4,311.7,1373,47.2,3,6786.426562382624,11.300000000000011,False,True,False,0,0,0,0,0
7853,L55032,300.3,311.7,1515,37.5,5,5949.391087735671,11.399999999999977,False,True,False,0,0,0,0,0
7854,L55033,300.3,311.7,1317,56.5,7,7792.249338331443,11.399999999999977,False,True,False,0,0,0,0,0
7855,L55034,300.3,311.8,1551,37.2,9,6042.036655090034,11.5,False,True,False,0,0,0,0,0
7856,M22715,300.3,311.8,1592,32.1,11,5351.5145898309975,11.5,False,False,True,0,0,0,0,0
7857,L55036,300.4,311.8,1433,42.2,14,6332.675863449137,11.400000000000034,False,True,False,0,0,0,0,0
7858,L55037,300.5,311.9,1432,43.1,16,6463.219510181305,11.399999999999977,False,True,False,0,0,0,0,0
7859,L55038,300.5,311.9,1350,51.7,18,7308.915308576654,11.399999999999977,False,True,False,0,0,0,0,0
7860,M22719,300.5,311.9,1370,44.8,20,6427.279690224237,11.399999999999977,False,False,True,0,0,0,0,0
7861,L55040,300.5,312.0,1415,44.6,23,6608.759025846609,11.5,False,True,False,0,0,0,0,0
7862,L55041,300.5,312.0,1498,42.9,25,6729.7312869608395,11.5,False,True,False,0,0,0,0,0
7863,M22722,300.5,312.0,1382,54.1,27,7829.498155227506,11.5,False,False,True,0,0,0,0,0
7864,M22723,300.5,311.9,1511,44.5,30,7041.303974368363,11.399999999999977,False,False,True,0,0,0,0,0
7865,L55044,300.5,311.9,1330,59.5,33,8286.997821394276,11.399999999999977,False,True,False,0,0,0,0,0
7866,L55045,300.5,311.9,1383,50.5,35,7313.784777189717,11.399999999999977,False,True,False,0,0,0,0,0
7867,L55046,300.5,311.9,1431,49.4,37,7402.786097065916,11.399999999999977,False,True,False,0,0,0,0,0
7868,L55047,300.5,312.0,1461,38.1,39,5829.130920956253,11.5,False,True,False,0,0,0,0,0
7869,H37282,300.4,311.9,1438,46.7,41,7032.413267158704,11.5,True,False,False,0,0,0,0,0
7870,M22729,300.5,312.0,1779,27.7,46,5160.4115087131295,11.5,False,False,True,0,0,0,0,0
7871,M22730,300.6,312.1,1293,52.3,49,7081.558248236359,11.5,False,False,True,0,0,0,0,0
7872,L55051,300.6,312.2,1308,54.7,52,7492.44715139937,11.599999999999966,False,True,False,0,0,0,0,0
7873,L55052,300.6,312.3,1532,37.2,54,5968.020732171459,11.699999999999989,False,True,False,0,0,0,0,0
7874,L55053,300.7,312.4,1470,38.6,56,5942.008344999735,11.699999999999989,False,True,False,0,0,0,0,0
7875,L55054,300.7,312.3,1548,37.9,58,6143.824257066342,11.600000000000023,False,True,False,0,0,0,0,0
7876,L55055,300.7,312.3,1898,24.0,60,4770.194285210741,11.600000000000023,False,True,False,0,0,0,0,0
7877,H37290,300.7,312.2,1335,49.0,62,6850.242781152543,11.5,True,False,False,0,0,0,0,0
7878,L55057,300.7,312.3,1420,53.8,67,8000.170412121527,11.600000000000023,False,True,False,0,0,0,0,0
7879,L55058,300.7,312.3,1418,49.0,69,7276.1380252242,11.600000000000023,False,True,False,0,0,0,0,0
7880,M22739,300.8,312.3,1535,40.3,71,6478.016411579712,11.5,False,False,True,0,0,0,0,0
7881,H37294,300.7,312.4,1457,47.2,74,7201.619447481051,11.699999999999989,True,False,False,0,0,0,0,0
7882,L55061,300.8,312.4,1493,39.1,79,6113.151840791795,11.599999999999966,False,True,False,0,0,0,0,0
7883,H37296,300.7,312.3,1670,27.3,81,4774.278355660408,11.600000000000023,True,False,False,0,0,0,0,0
7884,H37297,300.7,312.3,1446,45.4,86,6874.684371997472,11.600000000000023,True,False,False,0,0,0,0,0
7885,L55064,300.8,312.4,1465,59.1,91,9066.793477892823,11.599999999999966,False,True,False,1,0,0,1,0
7886,L55065,300.7,312.3,1590,36.3,93,6044.110106241403,11.600000000000023,False,True,False,0,0,0,0,0
7887,M22746,300.6,312.2,2174,18.5,95,4211.723831157596,11.599999999999966,False,False,True,0,0,0,0,0
7888,L55067,300.7,312.4,1590,37.9,98,6310.5171632658175,11.699999999999989,False,True,False,0,0,0,0,0
7889,L55068,300.7,312.3,1577,33.2,100,5482.7493869469545,11.600000000000023,False,True,False,0,0,0,0,0
7890,M22749,300.7,312.4,1371,61.7,102,8858.317389400605,11.699999999999989,False,False,True,0,0,0,0,0
7891,L55070,300.8,312.4,1767,25.6,105,4737.019066788834,11.599999999999966,False,True,False,0,0,0,0,0
7892,L55071,300.8,312.5,1517,39.2,107,6227.306845847736,11.699999999999989,False,True,False,0,0,0,0,0
7893,M22752,300.9,312.6,1555,40.6,109,6611.272299969481,11.700000000000045,False,False,True,0,0,0,0,0
7894,L55073,300.9,312.7,1416,43.8,112,6494.802988325394,11.800000000000011,False,True,False,0,0,0,0,0
7895,M22754,300.8,312.6,1588,35.6,114,5920.100972228703,11.800000000000011,False,False,True,0,0,0,0,0
7896,L55075,300.8,312.6,1422,50.0,117,7445.574589007809,11.800000000000011,False,True,False,0,0,0,0,0
7897,L55076,300.8,312.6,1376,53.6,119,7723.458931193339,11.800000000000011,False,True,False,0,0,0,0,0
7898,L55077,300.8,312.5,1434,50.7,121,7613.524132268721,11.699999999999989,False,True,False,0,0,0,0,0
7899,L55078,300.8,312.5,1423,47.3,123,7048.466805618547,11.699999999999989,False,True,False,0,0,0,0,0
7900,L55079,300.9,312.4,1364,52.5,125,7498.981664118835,11.5,False,True,False,0,0,0,0,0
7901,L55080,300.8,312.4,1825,23.8,127,4548.502563622422,11.599999999999966,False,True,False,0,0,0,0,0
7902,L55081,300.8,312.4,1365,44.5,129,6360.939725355934,11.599999999999966,False,True,False,0,0,0,0,0
7903,M22762,300.7,312.3,1430,47.2,131,7068.164591556556,11.600000000000023,False,False,True,0,0,0,0,0
7904,L55083,300.8,312.3,1435,44.8,134,6732.223617132686,11.5,False,True,False,0,0,0,0,0
7905,M22764,300.8,312.4,1811,25.1,136,4760.151660694766,11.599999999999966,False,False,True,0,0,0,0,0
7906,M22765,300.8,312.4,1465,43.7,139,6704.211082638179,11.599999999999966,False,False,True,0,0,0,0,0
7907,L55086,300.9,312.4,1372,51.0,142,7327.450705232833,11.5,False,True,False,0,0,0,0,0
7908,L55087,300.8,312.3,1858,26.3,144,5117.172721824222,11.5,False,True,False,0,0,0,0,0
7909,L55088,300.7,312.3,1715,26.8,146,4813.129384809802,11.600000000000023,False,True,False,0,0,0,0,0
7910,L55089,300.7,312.2,1590,38.5,148,6410.419809649973,11.5,False,True,False,0,0,0,0,0
7911,M22770,300.8,312.2,1664,25.7,150,4478.3193837412255,11.399999999999977,False,False,True,0,0,0,0,0
7912,L55091,300.7,312.1,1512,36.9,153,5842.608353440153,11.400000000000034,False,True,False,0,0,0,0,0
7913,L55092,300.7,312.1,1498,44.0,155,6902.288499447015,11.400000000000034,False,True,False,0,0,0,0,0
7914,L55093,300.7,312.1,1395,41.9,157,6120.922046621673,11.400000000000034,False,True,False,0,0,0,0,0
7915,H37328,300.7,312.1,1490,43.1,159,6724.997954029431,11.400000000000034,True,False,False,0,0,0,0,0
7916,H37329,300.8,312.1,1527,35.1,164,5612.738018976988,11.300000000000011,True,False,False,0,0,0,0,0
7917,L55096,300.8,312.1,1512,37.1,169,5874.275607388338,11.300000000000011,False,True,False,0,0,0,0,0
7918,L55097,300.9,312.1,1474,42.4,171,6544.733367566448,11.200000000000045,False,True,False,0,0,0,0,0
7919,L55098,300.8,312.1,1505,41.3,173,6509.013459095132,11.300000000000011,False,True,False,0,0,0,0,0
7920,L55099,300.8,312.0,1496,40.0,175,6266.430146360441,11.199999999999989,False,True,False,0,0,0,0,0
7921,L55100,300.8,312.0,1382,49.3,177,7134.82918766573,11.199999999999989,False,True,False,0,0,0,0,0
7922,L55101,300.7,311.9,1419,47.7,179,7088.0927609558275,11.199999999999989,False,True,False,0,0,0,0,0
7923,L55102,300.7,311.9,1462,39.7,181,6078.08119480222,11.199999999999989,False,True,False,0,0,0,0,0
7924,M22783,300.8,312.0,1450,45.0,183,6832.9640215578,11.199999999999989,False,False,True,0,0,0,0,0
7925,H37338,300.7,311.9,1389,46.5,186,6763.691903546144,11.199999999999989,True,False,False,0,0,0,0,0
7926,M22785,300.7,311.9,1697,28.2,191,5011.405769153366,11.199999999999989,False,False,True,0,0,0,0,0
7927,L55106,300.7,311.9,1335,57.1,194,7982.629853138984,11.199999999999989,False,True,False,1,0,0,0,1
7928,L55107,300.7,311.9,1476,42.0,196,6491.787059377948,11.199999999999989,False,True,False,0,0,0,0,0
7929,L55108,300.6,311.7,1497,43.6,198,6834.974640856098,11.099999999999966,False,True,False,0,0,0,0,0
7930,M22789,300.6,311.6,1669,29.2,200,5103.496321805595,11.0,False,False,True,0,0,0,0,0
7931,L55110,300.6,311.6,1455,48.0,203,7313.627697557038,11.0,False,True,False,0,0,0,0,0
