,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
14130,302.3,310.9,1379,49.3,34,False,True,False
14131,300.7,311.9,1335,57.1,194,False,True,False
14132,298.7,309.8,1354,53.3,212,False,True,False
14133,297.9,309.8,1336,71.6,31,False,True,False
14134,301.8,310.6,2672,11.8,124,False,True,False
14135,299.3,308.6,1384,53.6,218,False,True,False
14136,297.2,307.9,1326,75.4,172,False,True,False
14137,296.9,307.8,1400,57.1,202,False,True,False
14138,303.4,312.6,2706,9.8,65,False,False,True
14139,303.8,313.0,1365,59.9,205,False,True,False
14140,303.0,311.2,1361,47.6,106,False,True,False
14141,302.0,310.8,1383,50.3,231,False,True,False
14142,302.4,310.3,1375,52.5,161,False,False,True
14143,302.4,310.3,1374,51.2,163,False,True,False
14144,295.7,306.2,2270,14.6,149,False,True,False
14145,303.8,313.0,1365,59.9,205,False,True,False
14146,302.6,311.0,1284,68.0,114,False,True,False
14147,302.3,310.1,1321,52.7,134,False,True,False
14148,302.2,310.6,1348,48.4,161,False,True,False
14149,300.5,309.8,1379,54.2,207,False,True,False
14150,298.7,309.8,1181,65.9,203,False,True,False
14151,297.3,308.3,1459,59.6,207,False,False,True
14152,302.3,310.8,1377,47.3,22,False,True,False
14153,303.4,311.4,1307,54.0,44,False,False,True
14154,303.8,313.1,2497,13.0,5,False,True,False
14155,296.8,308.1,1289,62.0,199,False,True,False
14156,298.7,309.8,1354,53.3,212,False,True,False
14157,296.7,307.8,1258,69.0,105,False,False,True
14158,297.8,309.0,1403,64.2,0,False,True,False
14159,300.5,309.3,1417,51.5,231,False,True,False
14160,298.1,307.7,2567,12.8,125,False,True,False
14161,303.0,311.2,1374,48.2,65,False,True,False
14162,300.7,310.9,1356,65.3,66,False,True,False
14163,299.0,310.4,1371,53.8,228,False,True,False
14164,298.8,308.9,1455,41.3,208,False,True,False
14165,298.8,309.9,1439,45.2,40,True,False,False
14166,301.9,311.0,2691,12.1,31,False,True,False
14167,304.4,313.7,1509,35.0,205,False,True,False
14168,296.6,307.7,1386,62.3,100,True,False,False
14169,302.3,310.9,1377,46.8,166,False,True,False
14170,302.0,310.1,1361,45.4,174,False,True,False
14171,299.2,309.1,1345,60.7,191,False,True,False
14172,298.5,309.5,1385,46.3,203,False,True,False
14173,298.4,308.7,1421,60.7,119,False,False,True
14174,303.8,313.1,2497,13.0,5,False,True,False
14175,303.5,311.6,1361,46.5,62,False,True,False
14176,302.1,310.7,1325,45.1,208,False,True,False
14177,301.7,310.9,1405,46.4,207,False,True,False
14178,302.4,310.2,1346,62.4,106,False,True,False
14179,303.0,311.2,1341,51.0,174,False,True,False
14180,301.4,310.8,1285,62.6,183,False,True,False
14181,300.8,311.4,1322,67.2,18,False,True,False
14182,302.5,310.3,1326,58.5,55,False,True,False
14183,302.7,310.5,1263,67.8,197,False,True,False
14184,296.7,307.8,1258,69.0,105,False,False,True
14185,301.7,309.9,1317,49.0,187,False,True,False
14186,302.4,310.1,1358,54.6,61,False,False,True
14187,296.4,307.4,2833,5.6,213,False,True,False
14188,297.0,307.8,1316,61.2,200,False,True,False
14189,297.3,308.1,1615,35.4,217,False,True,False
14190,303.0,311.2,1374,48.2,65,False,True,False
14191,302.8,310.9,1312,52.2,40,False,True,False
14192,298.5,309.5,1294,66.7,12,False,True,False
14193,303.2,311.4,1351,53.8,8,False,True,False
14194,302.8,312.3,1262,70.5,234,False,False,True
14195,303.4,311.8,1401,53.0,208,False,True,False
14196,296.7,307.8,1258,69.0,105,False,False,True
14197,302.6,310.4,1365,66.8,80,False,True,False
14198,300.4,309.9,2563,12.8,81,True,False,False
14199,301.1,310.4,1312,73.6,49,False,True,False
14200,300.5,309.8,1379,54.2,207,False,True,False
14201,298.9,309.1,2861,4.6,143,False,True,False
14202,300.6,311.9,1372,60.1,212,False,True,False
14203,301.1,310.4,1312,73.6,49,False,True,False
14204,303.4,311.9,1298,63.9,59,False,True,False
14205,303.5,312.4,1284,70.6,94,False,True,False
14206,303.7,311.9,1332,52.7,66,True,False,False
14207,302.3,311.4,1333,66.7,205,False,True,False
14208,300.3,311.2,1381,65.2,136,False,False,True
14209,303.6,312.8,2659,11.4,26,False,False,True
14210,299.0,310.4,1365,49.1,226,False,True,False
14211,301.6,310.1,1326,48.2,77,False,True,False
14212,299.2,309.0,1515,48.9,228,False,True,False
14213,300.8,310.1,1405,61.2,189,False,True,False
14214,301.3,310.1,1269,56.8,195,False,True,False
14215,300.5,311.1,1296,61.3,202,False,False,True
14216,299.2,308.5,1378,50.4,220,False,True,False
14217,302.1,310.7,1359,49.3,41,False,True,False
14218,300.4,311.6,1200,76.6,3,False,True,False
14219,302.3,310.9,1377,46.8,166,False,True,False
14220,300.5,309.8,1324,72.8,159,True,False,False
14221,302.0,310.5,1370,44.4,85,False,True,False
14222,300.5,309.8,1379,54.2,207,False,True,False
14223,302.0,311.2,1270,65.3,182,False,True,False
14224,298.8,309.9,1439,45.2,40,True,False,False
14225,300.4,309.9,2563,12.8,81,True,False,False
14226,301.6,310.8,1355,57.8,195,False,True,False
14227,300.7,310.9,1356,65.3,66,False,True,False
14228,300.6,309.4,1367,63.2,45,False,False,True
14229,302.6,310.2,2676,10.8,84,False,False,True
14230,303.0,311.2,1361,47.6,106,False,True,False
14231,299.0,310.2,1377,62.5,92,False,True,False
14232,296.7,307.8,1258,69.0,105,False,False,True
14233,301.5,310.9,2760,8.0,15,False,True,False
14234,296.9,307.5,2721,9.3,18,False,True,False
14235,303.4,312.0,1521,35.9,215,False,True,False
14236,299.6,310.7,1922,23.3,205,False,True,False
14237,296.6,307.7,1386,62.3,100,True,False,False
14238,300.7,311.7,2097,18.9,232,False,False,True
14239,297.2,307.9,1326,75.4,172,False,True,False
14240,302.7,310.5,1446,40.9,211,False,True,False
14241,300.8,309.4,1342,62.4,113,False,False,True
14242,300.0,311.4,1692,29.0,216,False,False,True
14243,296.9,307.8,1549,35.8,206,True,False,False
14244,302.6,312.3,1454,54.8,253,False,False,True
14245,298.2,308.4,1310,61.0,189,False,True,False
14246,303.4,311.8,1366,50.9,200,False,True,False
14247,303.5,312.4,1284,70.6,94,False,True,False
14248,301.7,309.5,1298,65.5,229,False,True,False
14249,303.4,312.0,1521,35.9,215,False,True,False
14250,300.7,310.9,1356,65.3,66,False,True,False
14251,299.7,309.2,1685,28.9,179,False,False,True
14252,299.4,310.8,1376,53.9,215,False,True,False
14253,301.1,310.7,2636,12.2,100,False,False,True
14254,300.7,311.1,2478,13.4,170,False,True,False
14255,301.6,310.8,1355,57.8,195,False,True,False
14256,299.3,308.9,1258,69.4,119,False,True,False
14257,302.6,311.0,1329,48.6,111,False,False,True
14258,301.0,310.5,1379,57.3,204,False,True,False
14259,301.1,310.4,1312,73.6,49,False,True,False
14260,303.3,311.8,1315,62.0,42,False,True,False
14261,303.1,311.3,1336,52.6,172,False,True,False
14262,302.4,310.7,1362,54.8,155,False,True,False
14263,298.2,307.9,1313,67.3,67,False,True,False
14264,301.6,310.7,1380,51.8,216,False,True,False
14265,302.0,310.4,1212,55.6,79,False,False,True
14266,299.0,309.9,1373,55.7,201,False,True,False
14267,301.8,309.7,1442,45.3,233,False,True,False
14268,302.6,311.0,1329,48.6,111,False,False,True
14269,302.6,310.4,1365,66.8,80,False,True,False
14270,303.8,313.0,1365,59.9,205,False,True,False
14271,304.0,312.9,1363,62.5,200,False,True,False
14272,302.6,312.1,1288,68.5,0,False,True,False
14273,299.8,309.3,1299,65.1,212,False,True,False
14274,296.9,307.5,2721,9.3,18,False,True,False
14275,303.3,311.8,1315,62.0,42,False,True,False
14276,303.0,311.3,1365,56.2,146,False,True,False
14277,301.8,309.7,1442,45.3,233,False,True,False
14278,302.5,310.2,1329,50.6,148,False,True,False
14279,301.0,311.0,1399,58.0,190,False,True,False
14280,302.6,312.1,1288,68.5,0,False,True,False
14281,299.3,308.9,1258,69.4,119,False,True,False
14282,302.3,310.9,1710,30.4,218,False,False,True
14283,302.4,310.3,1375,52.5,161,False,False,True
14284,300.3,309.9,1394,46.7,210,True,False,False
14285,303.3,311.4,1497,46.0,234,False,True,False
14286,297.1,308.5,1323,44.4,207,False,True,False
14287,302.5,310.3,1326,58.5,55,False,True,False
14288,302.0,310.5,1370,44.4,85,False,True,False
14289,302.4,310.3,1374,51.2,163,False,True,False
14290,298.4,308.3,1433,62.3,20,False,True,False
14291,301.8,309.7,1442,45.3,233,False,True,False
14292,297.0,308.1,1362,52.5,213,False,True,False
14293,298.7,309.8,1181,65.9,203,False,True,False
14294,303.6,311.8,1421,44.8,101,False,False,True
14295,301.7,310.2,1311,57.4,40,False,True,False
14296,302.1,310.0,1355,45.1,6,False,False,True
14297,298.1,307.7,2567,12.8,125,False,True,False
14298,302.0,310.1,1361,45.4,174,False,True,False
14299,303.4,312.2,1337,69.4,52,False,True,False
14300,302.5,310.9,1330,56.9,97,False,True,False
14301,300.5,311.8,1524,38.9,214,False,True,False
14302,298.6,309.8,2271,16.2,218,False,True,False
14303,302.7,310.6,1349,51.2,6,False,False,True
14304,299.4,308.7,1446,62.9,134,False,True,False
14305,296.9,307.8,1400,57.1,202,False,True,False
14306,299.0,310.4,1371,53.8,228,False,True,False
14307,298.5,309.4,1360,60.9,187,False,True,False
14308,303.1,312.4,1404,61.5,127,False,True,False
14309,302.5,310.3,1326,58.5,55,False,True,False
14310,302.7,310.4,1305,55.2,20,True,False,False
14311,302.3,310.1,1321,52.7,134,False,True,False
14312,301.9,311.0,2691,12.1,31,False,True,False
14313,302.0,310.9,1378,53.1,212,False,True,False
14314,302.3,310.1,1321,52.7,134,False,True,False
14315,296.9,307.5,2721,9.3,18,False,True,False
14316,302.0,311.2,1270,65.3,182,False,True,False
14317,303.7,311.9,1332,52.7,66,True,False,False
14318,302.4,310.7,1362,54.8,155,False,True,False
14319,303.0,311.3,1365,56.2,146,False,True,False
14320,298.9,309.8,1287,61.9,216,False,True,False
14321,302.4,310.2,1346,62.4,106,False,True,False
14322,298.9,309.1,2861,4.6,143,False,True,False
14323,302.4,310.3,1374,51.2,163,False,True,False
14324,298.8,308.9,1455,41.3,208,False,True,False
14325,303.8,313.0,1365,59.9,205,False,True,False
14326,300.5,309.8,1663,29.1,145,False,True,False
14327,301.7,309.9,1317,49.0,187,False,True,False
14328,299.2,310.7,1737,27.0,225,False,True,False
14329,298.9,308.2,1372,63.6,30,False,False,True
14330,298.4,308.2,1282,60.7,216,False,True,False
14331,298.0,308.7,1268,69.4,189,False,True,False
14332,302.2,310.6,1348,48.4,161,False,True,False
14333,299.6,309.2,1867,23.4,225,False,False,True
14334,300.7,311.9,1399,50.2,222,False,True,False
14335,303.8,313.1,2497,13.0,5,False,True,False
14336,301.9,309.9,1374,48.5,180,False,True,False
14337,302.0,310.5,1263,60.6,90,False,True,False
14338,301.8,310.6,2672,11.8,124,False,True,False
14339,303.1,311.3,1336,52.6,172,False,True,False
14340,296.7,307.8,1258,69.0,105,False,False,True
14341,302.8,310.9,1312,52.2,40,False,True,False
14342,301.5,310.4,2639,12.0,21,False,False,True
14343,302.4,310.2,1351,45.1,168,False,True,False
14344,303.0,311.2,1341,51.0,174,False,True,False
14345,300.7,310.2,1364,65.3,208,True,False,False
14346,301.8,310.3,1341,50.5,64,False,True,False
14347,302.4,310.7,1362,54.8,155,False,True,False
14348,303.0,311.2,1341,51.0,174,False,True,False
14349,300.8,310.1,1405,61.2,189,False,True,False
14350,302.2,310.1,1368,51.6,12,False,False,True
14351,298.9,309.0,1410,65.7,191,False,True,False
14352,302.3,310.1,1321,52.7,134,False,True,False
14353,296.6,307.7,1386,62.3,100,True,False,False
14354,303.0,311.2,1361,47.6,106,False,True,False
14355,303.7,311.9,1332,52.7,66,True,False,False
14356,302.6,311.5,1629,34.4,228,True,False,False
14357,302.0,311.2,1270,65.3,182,False,True,False
14358,300.5,311.2,1270,67.5,208,False,True,False
14359,302.8,312.3,1262,70.5,234,False,False,True
14360,300.8,310.1,1405,61.2,189,False,True,False
14361,301.3,310.1,1269,56.8,195,False,True,False
14362,300.7,311.7,2097,18.9,232,False,False,True
14363,298.7,309.8,1181,65.9,203,False,True,False
14364,302.5,310.9,1356,55.5,101,True,False,False
14365,302.0,311.2,1270,65.3,182,False,True,False
14366,302.0,310.8,1383,50.3,231,False,True,False
14367,298.0,308.2,1365,52.9,218,False,True,False
14368,300.8,310.6,1577,37.9,227,False,True,False
14369,301.7,311.0,1441,44.3,208,False,True,False
14370,303.0,311.2,1374,48.2,65,False,True,False
14371,301.9,310.6,1331,68.6,85,False,True,False
14372,303.1,312.4,1404,61.5,127,False,True,False
14373,302.6,312.1,1288,68.5,0,False,True,False
14374,302.8,310.9,1312,52.2,40,False,True,False
14375,298.8,309.9,1439,45.2,40,True,False,False
14376,300.4,311.8,1272,59.2,198,False,True,False
14377,302.1,310.7,1364,47.8,213,False,False,True
14378,298.0,308.7,1479,58.5,176,False,False,True
14379,303.2,311.4,1324,54.2,228,False,True,False
14380,302.8,312.3,1262,70.5,234,False,False,True
14381,299.2,310.7,1737,27.0,225,False,True,False
14382,301.8,309.7,1442,45.3,233,False,True,False
14383,299.6,310.7,1922,23.3,205,False,True,False
14384,303.9,313.2,1422,48.0,215,False,False,True
14385,302.6,310.2,1325,62.4,92,False,True,False
14386,298.2,308.4,1310,61.0,189,False,True,False
14387,300.3,310.3,1362,60.3,206,False,True,False
14388,303.3,311.6,1301,45.1,219,False,True,False
14389,300.7,310.9,1356,65.3,66,False,True,False
14390,300.7,310.4,1416,61.8,209,False,True,False
14391,302.7,310.4,1305,55.2,20,True,False,False
14392,299.2,309.1,1345,60.7,191,False,True,False
14393,301.7,311.0,1441,44.3,208,False,True,False
14394,299.6,310.7,1922,23.3,205,False,True,False
14395,303.2,311.2,1363,46.7,29,False,True,False
14396,296.9,307.8,1400,57.1,202,False,True,False
14397,303.6,312.8,2659,11.4,26,False,False,True
14398,302.1,310.1,1379,48.2,166,False,False,True
14399,303.2,311.4,1238,54.6,226,False,True,False
14400,302.5,310.9,1330,56.9,97,False,True,False
14401,302.6,311.5,1442,59.8,169,False,True,False
14402,303.3,311.6,1337,56.8,187,False,True,False
14403,300.7,311.1,2478,13.4,170,False,True,False
14404,298.4,308.2,1282,60.7,216,False,True,False
14405,299.7,309.2,1685,28.9,179,False,False,True
14406,300.1,311.3,2579,12.5,64,False,True,False
14407,302.4,310.5,1372,45.7,144,False,False,True
14408,301.9,310.5,1340,55.7,204,False,True,False
14409,298.8,308.9,1455,41.3,208,False,True,False
14410,299.5,308.7,2549,13.0,179,False,True,False
14411,302.3,310.9,1379,49.3,34,False,True,False
14412,303.4,311.8,1316,50.9,69,False,False,True
14413,300.5,311.8,1368,57.9,191,False,True,False
14414,301.0,310.6,1493,37.8,206,False,True,False
14415,299.2,310.7,1737,27.0,225,False,True,False
14416,302.8,312.3,1262,70.5,234,False,False,True
14417,302.6,310.4,1365,66.8,80,False,True,False
14418,302.1,310.7,1359,49.3,41,False,True,False
14419,298.0,308.7,1268,69.4,189,False,True,False
14420,300.8,310.6,1577,37.9,227,False,True,False
14421,302.7,312.2,1450,52.1,213,False,True,False
14422,300.4,311.6,1200,76.6,3,False,True,False
14423,300.3,310.3,1362,60.3,206,False,True,False
14424,298.6,308.2,1361,68.2,172,False,True,False
14425,298.0,308.2,1365,52.9,218,False,True,False
14426,302.0,310.4,1212,55.6,79,False,False,True
14427,299.1,310.0,1367,56.3,203,False,True,False
14428,301.0,310.5,1379,57.3,204,False,True,False
14429,296.8,308.1,1289,62.0,199,False,True,False
14430,299.5,309.4,1390,58.8,195,False,True,False
14431,298.4,308.2,1282,60.7,216,False,True,False
14432,298.1,307.7,2567,12.8,125,False,True,False
14433,301.7,309.5,1298,65.5,229,False,True,False
14434,300.4,310.2,1671,30.5,234,False,False,True
14435,296.7,307.8,1258,69.0,105,False,False,True
14436,303.1,311.3,1336,52.6,172,False,True,False
14437,298.5,308.2,1301,66.3,42,False,True,False
14438,302.2,310.6,1334,53.2,159,False,True,False
14439,303.8,313.1,2497,13.0,5,False,True,False
14440,300.7,311.8,1336,58.4,189,False,True,False
14441,302.4,310.3,1374,51.2,163,False,True,False
14442,300.5,309.8,1379,54.2,207,False,True,False
14443,297.4,308.3,1475,40.5,222,False,True,False
14444,298.4,308.3,1433,62.3,20,False,True,False
14445,298.7,309.8,1181,65.9,203,False,True,False
14446,299.8,309.3,1299,65.1,212,False,True,False
14447,302.1,311.0,1351,60.3,207,False,False,True
14448,303.4,311.9,1377,41.6,34,False,True,False
14449,301.8,310.6,2672,11.8,124,False,True,False
14450,298.5,309.5,1385,46.3,203,False,True,False
14451,304.0,313.2,1271,68.6,161,True,False,False
14452,302.4,310.2,1331,45.5,53,False,True,False
14453,298.0,308.2,1365,52.9,218,False,True,False
14454,299.2,310.7,1737,27.0,225,False,True,False
14455,298.5,308.2,1301,66.3,42,False,True,False
14456,302.7,311.6,2709,9.7,2,False,False,True
14457,300.5,309.3,1417,51.5,231,False,True,False
14458,300.3,311.2,1381,65.2,136,False,False,True
14459,302.0,310.9,1378,53.1,212,False,True,False
14460,304.4,313.7,1509,35.0,205,False,True,False
14461,303.6,311.8,1421,44.8,101,False,False,True
14462,301.9,310.6,1331,68.6,85,False,True,False
14463,298.4,308.2,1282,60.7,216,False,True,False
14464,298.9,309.8,1287,61.9,216,False,True,False
14465,301.8,309.7,1442,45.3,233,False,True,False
14466,298.4,308.7,1421,60.7,119,False,False,True
14467,302.3,311.4,1333,66.7,205,False,True,False
14468,303.8,313.0,1365,59.9,205,False,True,False
14469,300.1,311.3,2579,12.5,64,False,True,False
14470,302.7,310.5,1351,41.8,10,False,True,False
14471,302.7,310.6,1349,51.2,6,False,False,True
14472,303.1,312.4,1404,61.5,127,False,True,False
14473,302.0,310.5,1370,44.4,85,False,True,False
14474,303.5,311.9,1344,49.3,93,False,True,False
14475,298.0,308.7,1479,58.5,176,False,False,True
14476,302.3,311.8,1363,54.0,119,False,False,True
14477,302.7,310.7,1369,47.5,11,False,True,False
14478,297.4,308.5,1399,61.5,61,False,True,False
14479,303.3,311.8,1315,62.0,42,False,True,False
14480,298.5,309.5,1294,66.7,12,False,True,False
14481,300.5,309.8,1324,72.8,159,True,False,False
14482,302.0,309.9,1308,57.6,197,False,True,False
14483,301.9,310.5,1340,55.7,204,False,True,False
14484,303.4,311.9,1377,41.6,34,False,True,False
14485,299.2,309.1,1345,60.7,191,False,True,False
14486,302.5,310.2,1307,54.0,86,False,True,False
14487,298.8,310.1,1243,74.5,194,False,False,True
14488,298.0,308.7,1268,69.4,189,False,True,False
14489,297.3,308.3,1459,59.6,207,False,False,True
14490,301.9,310.6,1331,68.6,85,False,True,False
14491,300.8,311.4,1322,67.2,18,False,True,False
14492,301.8,310.3,1341,50.5,64,False,True,False
14493,302.7,311.6,2709,9.7,2,False,False,True
14494,301.7,310.2,1311,57.4,40,False,True,False
14495,303.0,311.2,1374,48.2,65,False,True,False
14496,299.6,310.7,1922,23.3,205,False,True,False
14497,297.2,307.9,1326,75.4,172,False,True,False
14498,302.3,310.1,1321,52.7,134,False,True,False
14499,297.9,307.4,1604,36.1,225,True,False,False
14500,302.6,312.3,1454,54.8,253,False,False,True
14501,303.1,311.3,1336,52.6,172,False,True,False
14502,298.4,308.2,1282,60.7,216,False,True,False
14503,301.7,310.2,1311,57.4,40,False,True,False
14504,298.8,309.9,1439,45.2,40,True,False,False
14505,300.3,309.9,1394,46.7,210,True,False,False
14506,302.1,310.7,1359,49.3,41,False,True,False
14507,300.2,311.0,1255,71.8,149,False,True,False
14508,301.9,310.9,1419,47.7,20,False,False,True
14509,301.7,309.5,1298,65.5,229,False,True,False
14510,298.2,307.6,1511,31.0,209,False,True,False
14511,303.1,312.4,1404,61.5,127,False,True,False
14512,295.8,306.3,1235,76.2,89,False,False,True
14513,298.2,308.5,2678,10.7,86,False,False,True
14514,304.4,313.7,1509,35.0,205,False,True,False
14515,302.6,310.4,1365,66.8,80,False,True,False
14516,300.4,310.2,1671,30.5,234,False,False,True
14517,303.3,311.4,1497,46.0,234,False,True,False
14518,303.4,311.8,1401,53.0,208,False,True,False
14519,303.4,311.8,1316,50.9,69,False,False,True
14520,303.6,311.8,1222,66.8,148,False,True,False
14521,298.4,309.5,2153,15.3,98,False,True,False
14522,302.7,310.4,1305,55.2,20,True,False,False
14523,299.0,310.2,1377,62.5,92,False,True,False
14524,298.5,309.5,1294,66.7,12,False,True,False
14525,298.6,309.8,2271,16.2,218,False,True,False
14526,295.7,306.2,2270,14.6,149,False,True,False
14527,303.0,312.2,1257,71.3,122,False,False,True
14528,303.1,312.4,1404,61.5,127,False,True,False
14529,303.0,311.2,1361,47.6,106,False,True,False
14530,299.8,309.3,1299,65.1,212,False,True,False
14531,302.0,310.1,1361,45.4,174,False,True,False
14532,303.6,311.8,1222,66.8,148,False,True,False
14533,302.2,310.6,1334,53.2,159,False,True,False
14534,302.3,310.8,1377,47.3,22,False,True,False
14535,299.9,310.2,1288,69.6,62,False,True,False
14536,303.4,312.6,2706,9.8,65,False,False,True
14537,304.0,313.2,1271,68.6,161,True,False,False
14538,300.7,310.4,1416,61.8,209,False,True,False
14539,301.0,311.0,1399,58.0,190,False,True,False
14540,302.6,311.0,1329,48.6,111,False,False,True
14541,295.8,306.3,1235,76.2,89,False,False,True
14542,298.9,309.1,2861,4.6,143,False,True,False
14543,297.4,308.5,1399,61.5,61,False,True,False
14544,300.5,309.8,1379,54.2,207,False,True,False
14545,302.0,309.9,1308,57.6,197,False,True,False
14546,300.4,310.2,1671,30.5,234,False,False,True
14547,304.4,313.7,1509,35.0,205,False,True,False
14548,303.0,311.2,1341,51.0,174,False,True,False
14549,301.0,310.5,1379,57.3,204,False,True,False
14550,299.0,309.9,1373,55.7,201,False,True,False
14551,298.9,309.0,1410,65.7,191,False,True,False
14552,301.7,309.5,1298,65.5,229,False,True,False
14553,301.0,310.6,1493,37.8,206,False,True,False
14554,300.5,311.8,1524,38.9,214,False,True,False
14555,302.0,310.4,1212,55.6,79,False,False,True
14556,302.4,310.1,1358,54.6,61,False,False,True
14557,300.5,309.3,1417,51.5,231,False,True,False
14558,299.0,310.4,1365,49.1,226,False,True,False
14559,303.4,311.8,1306,61.0,215,False,True,False
14560,302.3,310.9,1366,48.4,130,True,False,False
14561,301.0,310.6,1493,37.8,206,False,True,False
14562,299.4,310.8,1376,53.9,215,False,True,False
14563,303.6,311.8,1222,66.8,148,False,True,False
14564,301.5,310.7,1336,65.6,0,False,False,True
14565,302.0,309.8,1280,57.3,147,True,False,False
14566,302.0,309.7,1386,62.7,142,False,False,True
14567,296.4,307.4,2833,5.6,213,False,True,False
14568,299.1,308.8,1320,67.5,20,False,True,False
14569,300.4,311.8,1272,59.2,198,False,True,False
14570,303.2,311.4,1238,54.6,226,False,True,False
14571,302.2,310.6,1348,48.4,161,False,True,False
14572,302.6,312.3,1454,54.8,253,False,False,True
14573,302.4,310.2,1346,62.4,106,False,True,False
14574,302.6,311.0,1329,48.6,111,False,False,True
14575,301.9,310.4,1373,48.0,73,False,False,True
14576,304.0,312.9,1363,62.5,200,False,True,False
14577,299.9,310.2,1288,69.6,62,False,True,False
14578,302.5,310.2,1307,54.0,86,False,True,False
14579,298.0,308.5,1429,37.7,220,False,True,False
14580,301.3,310.1,1269,56.8,195,False,True,False
14581,299.6,310.9,1229,65.2,209,False,True,False
14582,301.7,309.9,1317,49.0,187,False,True,False
14583,296.6,307.7,1386,62.3,100,True,False,False
14584,298.5,309.7,2617,12.1,102,False,True,False
14585,303.4,311.9,1377,41.6,34,False,True,False
14586,297.0,307.9,1296,69.1,153,False,True,False
14587,303.8,313.1,2497,13.0,5,False,True,False
14588,302.7,310.5,1446,40.9,211,False,True,False
14589,302.7,310.7,1369,47.5,11,False,True,False
14590,295.8,306.3,1235,76.2,89,False,False,True
14591,299.1,308.8,1320,67.5,20,False,True,False
14592,303.4,311.9,1298,63.9,59,False,True,False
14593,299.1,310.0,1367,56.3,203,False,True,False
14594,300.5,309.8,1663,29.1,145,False,True,False
14595,303.3,311.4,1497,46.0,234,False,True,False
14596,299.0,310.4,1371,53.8,228,False,True,False
14597,299.0,310.2,1377,62.5,92,False,True,False
14598,302.3,311.4,1333,66.7,205,False,True,False
14599,296.9,307.8,1549,35.8,206,True,False,False
14600,303.3,311.5,1373,47.3,60,False,False,True
14601,303.4,311.8,1316,50.9,69,False,False,True
14602,303.3,311.4,1497,46.0,234,False,True,False
14603,299.1,310.1,1435,48.8,229,False,True,False
14604,303.3,311.4,1497,46.0,234,False,True,False
14605,301.5,310.4,2639,12.0,21,False,False,True
14606,301.9,310.5,1340,55.7,204,False,True,False
14607,301.7,309.5,1298,65.5,229,False,True,False
14608,298.1,308.2,1420,63.9,19,False,False,True
14609,300.0,311.4,1692,29.0,216,False,False,True
14610,302.6,311.5,1629,34.4,228,True,False,False
14611,303.0,311.2,1361,47.6,106,False,True,False
14612,296.3,307.2,1319,68.3,24,False,False,True
14613,298.2,307.6,1511,31.0,209,False,True,False
14614,298.1,308.2,1420,63.9,19,False,False,True
14615,300.5,311.8,1524,38.9,214,False,True,False
14616,296.6,307.7,1386,62.3,100,True,False,False
14617,300.4,310.2,1671,30.5,234,False,False,True
14618,303.2,311.4,1349,51.1,9,False,True,False
14619,299.5,309.4,1390,58.8,195,False,True,False
14620,300.3,311.2,1381,65.2,136,False,False,True
14621,302.7,310.5,1263,67.8,197,False,True,False
14622,301.5,310.7,1336,65.6,0,False,False,True
14623,302.1,310.7,1325,45.1,208,False,True,False
14624,303.3,311.6,1301,45.1,219,False,True,False
14625,301.7,310.9,1405,46.4,207,False,True,False
14626,298.0,308.2,1365,52.9,218,False,True,False
14627,303.6,311.8,1421,44.8,101,False,False,True
14628,299.0,310.4,1365,49.1,226,False,True,False
14629,302.2,310.6,1334,53.2,159,False,True,False
14630,300.1,311.3,2579,12.5,64,False,True,False
14631,299.0,310.4,1365,49.1,226,False,True,False
14632,302.3,311.8,1369,56.2,208,False,True,False
14633,302.4,310.1,1358,54.6,61,False,False,True
14634,297.1,308.5,1323,44.4,207,False,True,False
14635,303.3,311.8,1315,62.0,42,False,True,False
14636,299.2,308.5,1378,50.4,220,False,True,False
14637,302.3,310.1,1353,50.9,36,False,True,False
14638,300.3,311.2,1381,65.2,136,False,False,True
14639,303.4,312.6,2706,9.8,65,False,False,True
14640,302.1,310.7,1314,52.8,8,False,True,False
14641,301.9,309.9,1374,48.5,180,False,True,False
14642,297.4,308.5,1399,61.5,61,False,True,False
14643,303.3,311.6,1337,56.8,187,False,True,False
14644,299.7,309.2,1685,28.9,179,False,False,True
14645,298.2,308.4,1310,61.0,189,False,True,False
14646,298.1,308.2,1420,63.9,19,False,False,True
14647,303.7,311.9,1332,52.7,66,True,False,False
14648,298.9,309.0,1410,65.7,191,False,True,False
14649,303.3,311.5,1373,47.3,60,False,False,True
14650,302.6,312.3,1454,54.8,253,False,False,True
14651,302.6,311.0,1369,60.0,93,False,True,False
14652,300.8,310.1,1405,61.2,189,False,True,False
14653,300.7,310.9,1356,65.3,66,False,True,False
14654,301.5,310.7,1336,65.6,0,False,False,True
14655,300.5,309.9,1397,45.9,210,True,False,False
14656,299.0,310.2,1377,62.5,92,False,True,False
14657,298.5,309.4,1360,60.9,187,False,True,False
14658,302.4,310.2,1346,62.4,106,False,True,False
14659,303.1,311.3,1336,52.6,172,False,True,False
14660,297.2,307.9,1326,75.4,172,False,True,False
14661,298.3,308.1,1412,52.3,218,False,True,False
14662,302.2,310.6,1346,49.2,134,False,False,True
14663,297.4,308.4,1369,50.6,220,False,True,False
14664,300.8,309.4,1342,62.4,113,False,False,True
14665,297.0,308.1,1362,52.5,213,False,True,False
