UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
2910,300.7,309.6,1500,44.1,122,False,True,False
4470,302.7,310.5,1446,40.9,211,False,True,False
5827,301.3,311.1,1492,41.2,223,False,False,True
9806,298.4,309.2,1651,28.5,141,False,True,False
6938,300.6,311.1,1452,40.2,28,True,False,False
5152,304.3,313.6,1409,56.0,19,False,True,False
6387,300.2,309.7,1656,34.3,120,False,True,False
7805,299.9,311.4,1480,44.9,108,False,False,True
7233,299.9,309.9,1639,42.1,159,False,False,True
6660,301.3,310.3,1626,31.3,180,False,True,False
4797,303.5,312.4,1390,47.3,164,False,True,False
7062,300.6,310.4,1446,49.7,155,False,True,False
1340,298.6,310.2,1668,31.5,7,False,False,True
1293,298.7,309.7,1868,23.8,118,False,False,True
8083,300.1,311.5,1422,46.2,134,True,False,False
8353,298.6,309.6,1491,36.9,192,False,True,False
2829,300.4,309.4,1875,23.9,155,False,False,True
869,295.8,306.5,1514,37.7,60,False,False,True
5009,303.7,312.8,1488,42.8,54,True,False,False
2598,299.0,308.7,1449,38.9,18,False,True,False
9733,298.9,310.0,2231,17.4,151,False,True,False
8334,298.8,309.7,1477,48.5,138,False,False,True
5859,301.3,311.0,1348,44.5,78,False,True,False
5316,303.6,312.8,1710,27.2,14,False,True,False
2693,300.1,309.7,1641,30.4,41,False,True,False
5662,302.2,311.4,1397,53.0,17,False,True,False
9520,299.0,310.1,1531,36.0,57,False,True,False
2172,299.5,309.1,1502,44.6,13,False,True,False
5235,303.7,312.9,1461,50.1,31,False,True,False
3157,300.4,309.7,1467,36.9,131,False,True,False
563,297.6,309.5,1574,30.9,151,False,True,False
9681,299.1,310.1,1894,24.2,22,False,True,False
7097,300.6,310.2,1489,47.8,21,False,True,False
1571,298.2,308.4,1452,43.5,158,False,True,False
5436,303.0,312.5,1524,42.1,76,False,False,True
451,297.6,308.7,1419,41.7,81,False,False,True
463,297.4,308.7,1433,43.4,116,False,True,False
1876,298.3,308.0,1363,50.1,96,False,True,False
4342,301.7,309.8,1398,46.0,109,False,True,False
2977,300.5,309.3,1881,25.5,98,False,False,True
8043,300.8,311.9,1486,45.1,30,False,True,False
3643,302.3,311.6,1309,57.6,77,False,True,False
4911,303.5,312.4,1606,31.7,22,False,False,True
6454,300.7,310.2,1807,24.2,77,False,True,False
4739,303.2,311.4,2102,19.0,5,False,False,True
4469,302.7,310.5,1725,29.0,209,False,True,False
8811,297.3,308.5,1625,32.8,92,False,False,True
4497,302.5,310.4,1605,36.0,69,False,False,True
6810,300.9,310.8,1490,38.1,125,False,True,False
9088,297.1,307.8,1681,27.6,181,False,True,False
8558,298.3,309.0,1471,48.3,91,False,True,False
8332,298.8,309.7,1392,48.7,133,False,False,True
597,297.6,309.6,1530,37.3,10,False,False,True
6199,301.0,310.9,1554,32.7,59,False,False,True
929,295.6,306.0,1949,21.9,5,False,True,False
3974,302.3,311.4,1535,41.8,77,False,True,False
8596,297.5,308.2,1624,30.9,186,False,False,True
567,297.6,309.7,1541,33.7,165,False,False,True
7248,300.0,310.1,1314,53.5,199,False,False,True
7397,299.7,310.6,1616,35.1,142,False,True,False
3487,301.9,310.8,1650,29.8,94,False,True,False
9648,299.2,310.2,1458,47.0,183,False,True,False
1662,298.2,308.0,1411,47.2,168,False,False,True
7789,300.2,311.5,1547,40.9,66,False,False,True
9148,297.7,308.7,1688,27.2,125,False,True,False
6339,300.4,309.9,1681,28.6,206,False,True,False
3751,302.3,311.1,1589,29.9,141,False,True,False
5926,300.2,310.1,1619,31.3,38,False,False,True
2276,299.3,308.6,1605,37.0,78,False,True,False
3466,301.8,310.7,1383,45.7,44,False,False,True
5618,303.1,312.4,1404,61.5,127,False,True,False
8065,300.5,311.8,1596,34.8,87,False,True,False
7817,299.8,311.2,1533,35.9,137,False,True,False
3316,301.5,310.6,1492,43.0,100,False,False,True
2345,299.2,308.3,1755,26.4,19,False,False,True
2148,299.4,308.9,1550,33.7,174,False,True,False
2092,299.4,309.2,1433,42.1,22,False,True,False
7550,300.3,311.4,1544,41.6,97,False,True,False
340,297.5,308.2,1713,32.2,17,False,False,True
9532,299.2,310.5,1458,44.1,91,False,True,False
530,297.6,309.5,1569,36.2,63,False,True,False
1116,296.4,307.3,2077,19.1,80,False,False,True
4531,302.5,310.4,1487,42.0,152,False,True,False
295,298.1,308.5,1372,51.1,116,False,False,True
4781,303.7,312.4,1404,46.6,119,False,True,False
1329,298.8,310.1,1719,28.8,206,False,False,True
2253,299.1,308.3,1451,42.8,21,True,False,False
8564,298.0,308.9,1500,36.7,104,False,True,False
6560,301.5,310.6,1512,39.0,143,True,False,False
5588,302.5,311.9,1481,42.9,52,False,True,False
7917,300.8,312.1,1512,37.1,169,False,True,False
8735,297.2,308.6,1392,41.5,108,False,True,False
607,297.9,309.8,1461,50.5,38,False,True,False
4075,302.0,310.7,1453,42.7,92,False,True,False
2962,300.6,309.4,1654,32.8,57,False,True,False
163,298.3,308.1,1586,35.5,0,False,True,False
3010,300.4,309.7,1466,39.8,184,False,False,True
8033,300.8,312.0,1416,46.5,7,False,True,False
6101,300.8,310.7,1886,21.1,44,False,False,True
6007,300.6,310.5,2156,18.0,16,False,False,True
6572,301.3,310.6,1378,49.4,173,False,False,True
6802,301.1,310.7,1334,48.2,106,False,True,False
7418,300.1,311.3,1495,41.0,193,False,False,True
4407,302.5,310.3,1326,58.5,55,False,True,False
3685,302.0,311.2,1270,65.3,182,False,True,False
1798,298.0,307.6,1508,41.8,89,False,False,True
1845,297.6,307.1,1471,44.9,14,False,False,True
3833,302.2,310.9,1465,43.5,140,False,False,True
7113,300.9,310.4,1427,47.0,65,False,True,False
4071,302.0,310.7,1348,58.1,83,False,True,False
6902,301.0,311.7,1547,34.5,152,False,True,False
7945,300.8,311.7,1414,49.0,10,False,True,False
3515,301.9,311.0,1430,49.8,174,True,False,False
2935,300.8,309.6,1546,42.3,186,False,False,True
6682,301.4,310.7,1425,45.1,7,False,True,False
3851,302.3,311.0,1421,41.3,182,False,False,True
5689,302.3,311.7,1423,44.6,93,False,False,True
7354,299.8,310.3,1687,30.4,33,False,True,False
6867,301.0,311.3,1454,41.5,57,False,False,True
1933,298.1,308.0,1686,29.3,35,False,False,True
4829,303.5,311.9,1515,39.2,24,False,True,False
1119,296.5,307.5,1443,41.8,87,False,True,False
4813,303.4,311.9,1531,37.9,203,False,True,False
2650,299.9,309.5,1582,38.2,160,False,False,True
7103,300.8,310.3,1494,42.2,35,False,False,True
7673,300.5,311.7,2141,17.2,196,False,False,True
5770,301.7,311.3,1348,51.0,87,False,True,False
8841,297.3,308.7,1542,37.0,184,False,False,True
1942,298.1,307.9,1425,58.2,57,False,True,False
8747,297.3,308.5,1528,44.5,140,False,True,False
7459,300.1,311.6,1433,51.4,76,False,False,True
8231,299.1,310.5,1736,26.9,74,False,True,False
7768,300.2,311.4,1319,54.6,15,True,False,False
2205,299.7,309.1,1352,46.1,102,False,False,True
7956,300.9,311.9,1310,56.1,35,False,False,True
464,297.4,308.7,2874,4.2,118,False,True,False
6345,300.2,309.8,1374,47.7,8,True,False,False
5567,302.4,312.0,1457,45.5,206,False,True,False
6747,301.7,311.1,1578,40.5,174,False,False,True
1234,297.2,308.5,1364,55.6,163,False,False,True
4681,303.6,311.7,1491,39.8,92,False,True,False
7591,300.4,311.0,1433,46.1,199,False,False,True
5955,300.8,310.9,1732,25.7,109,False,True,False
4955,303.7,312.6,1702,29.1,141,False,True,False
8688,297.2,308.5,1604,34.9,200,False,False,True
8546,298.4,309.3,1806,27.6,64,False,True,False
3094,300.0,309.3,1397,51.2,173,False,True,False
5192,304.0,313.2,1416,46.0,128,False,True,False
4225,302.0,310.7,1698,28.1,39,False,True,False
7609,300.5,311.4,1642,27.1,37,False,True,False
269,297.9,308.0,1800,24.8,44,True,False,False
2178,299.6,309.2,1393,47.7,28,False,False,True
4708,303.5,311.8,1944,23.5,159,False,True,False
5262,303.4,312.8,1513,35.8,92,False,True,False
6908,300.9,311.3,1449,40.2,168,False,True,False
5553,302.5,312.0,1579,35.7,167,True,False,False
1306,298.8,310.0,1672,30.4,150,False,True,False
8640,297.5,308.4,1384,56.0,73,False,True,False
9310,298.3,309.2,1562,37.6,137,False,True,False
5728,302.3,311.8,1559,34.4,191,False,False,True
5134,304.1,313.2,1824,25.8,186,False,True,False
9145,297.5,308.5,1447,41.6,118,False,False,True
9746,298.8,310.0,1611,32.4,183,False,True,False
5188,304.0,313.1,1648,35.7,119,False,True,False
2635,300.0,309.7,1554,32.0,117,False,True,False
3819,302.1,310.7,1491,42.8,98,False,True,False
2234,299.5,308.7,2549,13.0,179,False,True,False
518,297.5,309.4,1391,58.2,34,False,False,True
356,297.6,308.3,1623,36.9,61,False,True,False
9969,298.4,308.0,1605,32.4,154,False,True,False
5501,302.7,312.1,1601,35.2,31,False,True,False
9850,298.6,309.4,2312,15.5,44,False,True,False
7785,300.3,311.5,1403,60.1,58,False,True,False
2072,299.7,309.6,1313,60.0,186,False,False,True
5204,303.7,312.6,1671,30.5,163,False,False,True
7274,300.2,310.3,1704,29.2,42,False,False,True
8012,300.8,311.8,1427,43.3,180,False,True,False
8354,298.7,309.6,1442,55.6,194,False,True,False
7479,300.1,311.3,1479,39.5,133,False,True,False
9247,298.3,308.9,1862,27.0,172,False,True,False
6935,300.8,311.4,1536,40.9,22,False,True,False
9329,298.5,309.1,2051,19.0,184,True,False,False
1076,296.9,307.8,1345,54.5,172,True,False,False
7256,300.2,310.3,1704,29.4,221,False,False,True
3709,302.1,311.4,1549,44.6,31,False,True,False
1674,298.1,307.8,1384,43.7,200,False,False,True
5258,303.5,313.0,1482,38.5,82,False,True,False
1708,298.2,307.8,1439,41.6,62,False,True,False
9701,298.9,309.8,1353,53.7,71,False,False,True
2341,299.1,308.1,1479,40.7,10,False,True,False
9381,297.4,308.1,1435,45.7,110,False,True,False
5854,301.2,311.0,1567,35.1,64,False,True,False
6739,301.8,311.1,1463,50.1,149,True,False,False
2544,299.3,309.0,1786,23.5,100,False,True,False
8697,297.2,308.6,1413,49.8,12,False,True,False
237,298.1,308.3,1495,38.7,188,False,True,False
4904,303.6,312.4,2232,16.8,0,False,True,False
6860,301.1,311.3,1909,22.7,38,False,False,True
2371,299.2,308.4,1620,34.1,89,False,True,False
7908,300.8,312.3,1858,26.3,144,False,True,False
462,297.4,308.7,1402,40.2,114,False,True,False
4323,301.7,310.1,1431,44.0,61,False,False,True
1716,298.2,307.8,1585,34.6,78,False,True,False
4882,303.8,312.6,1406,47.1,162,False,False,True
939,295.6,306.2,1823,25.8,29,False,True,False
5077,304.2,313.2,1464,44.9,37,False,True,False
5647,302.4,311.8,1644,37.2,195,False,False,True
908,295.6,306.1,1669,29.0,161,False,False,True
9067,297.2,308.3,1656,30.3,124,False,True,False
1595,298.0,308.2,1373,51.2,215,False,False,True
1530,298.1,309.0,1557,36.0,56,False,True,False
8395,298.6,309.5,1566,38.1,89,False,False,True
3908,302.3,311.2,1842,23.9,111,False,False,True
3654,302.1,311.4,1518,37.4,102,False,True,False
7419,300.2,311.4,1427,39.7,196,False,False,True
3442,301.4,310.4,1559,39.4,199,False,True,False
6612,301.5,310.5,1587,33.8,57,True,False,False
6210,300.7,310.6,1407,40.5,87,False,True,False
7835,300.0,311.4,1483,45.6,187,False,True,False
9429,298.2,308.8,1837,28.4,34,True,False,False
7677,300.6,311.7,1448,49.1,206,False,True,False
8860,297.9,309.1,1457,44.4,28,False,True,False
8160,299.6,310.9,1679,31.2,120,True,False,False
6299,301.1,310.5,1428,44.1,103,False,True,False
8872,297.9,309.1,1558,39.2,59,False,False,True
608,298.0,309.9,1565,33.9,40,False,False,True
6776,301.2,310.6,1670,30.0,40,False,True,False
997,296.3,307.2,1286,51.1,177,False,False,True
1114,296.6,307.4,1790,25.8,72,False,False,True
6815,300.8,310.6,1465,44.1,136,True,False,False
1832,297.8,307.3,1315,54.0,180,False,False,True
3448,301.7,310.6,1624,34.5,216,False,True,False
6218,301.0,310.7,1455,46.1,103,False,False,True
9709,299.0,310.1,1664,29.7,89,False,True,False
8803,297.4,308.6,1524,43.1,73,False,True,False
4050,301.8,310.8,1505,41.2,33,False,True,False
1181,297.3,308.4,1531,35.6,16,True,False,False
7213,299.8,309.7,1705,28.5,103,False,False,True
6764,301.4,310.8,1782,26.5,6,False,False,True
1386,298.9,310.2,1603,36.1,126,False,False,True
8360,298.6,309.6,1525,42.4,2,False,False,True
347,297.5,308.3,1459,45.2,34,False,False,True
196,298.3,308.5,1453,42.9,89,False,True,False
5864,301.4,311.1,1758,25.4,88,False,False,True
1988,298.2,307.8,1599,31.2,173,False,False,True
4719,303.3,311.6,1337,56.8,187,False,True,False
6622,301.7,310.7,1861,21.8,84,False,False,True
479,297.4,309.0,1833,22.6,161,False,True,False
4179,302.5,310.9,1624,34.4,146,False,True,False
384,297.5,308.6,1842,27.0,133,False,False,True
7302,300.1,310.4,1554,39.4,115,False,True,False
1642,298.0,308.0,1555,37.0,111,False,False,True
1154,297.0,307.9,1448,45.6,172,True,False,False
51,298.9,309.1,2861,4.6,143,False,True,False
7172,300.2,310.2,1438,51.5,7,False,False,True
8523,298.3,309.4,1631,29.8,0,True,False,False
2987,300.6,309.8,1455,48.0,125,False,True,False
2744,299.6,309.1,1476,45.3,166,False,True,False
7744,300.5,311.9,1710,28.4,158,False,True,False
7494,300.2,311.7,1448,54.2,173,False,True,False
2437,299.0,308.2,1662,30.4,55,True,False,False
2903,300.6,309.4,1541,35.2,105,False,False,True
3989,302.2,311.3,1554,40.2,118,False,True,False
7682,300.7,311.8,1443,43.7,217,False,True,False
1452,298.9,310.4,1831,25.4,81,False,True,False
1743,298.5,308.0,1379,49.6,152,False,True,False
4376,302.0,309.7,1414,36.3,209,False,True,False
582,297.8,309.7,1394,42.9,206,False,True,False
9018,297.3,308.1,1369,52.0,214,False,False,True
6315,301.0,310.4,1793,25.0,142,False,False,True
4264,302.6,311.0,1620,36.2,139,False,True,False
2908,300.6,309.4,1581,35.7,117,False,False,True
8539,298.5,309.4,1548,37.7,43,False,True,False
2059,299.5,309.3,1902,24.0,151,False,False,True
8269,299.2,310.8,1502,39.8,177,False,False,True
1074,297.0,307.8,1414,47.5,168,False,True,False
4332,301.6,309.9,1746,31.1,83,False,False,True
4670,303.3,311.5,1373,47.3,60,False,False,True
2360,299.3,308.5,1413,38.5,57,False,True,False
8511,298.3,309.7,1484,44.3,173,False,True,False
5547,302.3,311.7,1453,41.2,147,False,True,False
2083,299.4,309.2,1513,36.1,212,True,False,False
8669,297.5,308.8,1502,45.9,150,False,True,False
734,297.1,308.4,1421,42.0,165,False,False,True
7161,300.2,310.1,1485,40.5,188,False,False,True
4798,303.5,312.5,1380,46.1,166,False,True,False
4490,302.5,310.4,1487,40.2,48,False,True,False
2380,299.1,308.2,1450,46.1,112,True,False,False
2957,300.8,309.6,1404,38.7,44,False,False,True
9775,298.6,309.5,1375,41.0,39,True,False,False
3276,301.3,310.0,1532,36.3,2,True,False,False
1214,296.8,307.8,1551,38.9,112,False,False,True
6788,301.1,310.6,1388,58.5,68,True,False,False
5332,303.7,312.8,1448,44.5,55,False,True,False
5072,304.2,313.0,1442,40.9,23,True,False,False
8674,297.4,308.6,1494,42.6,161,False,True,False
1676,298.0,307.7,1407,43.9,205,False,True,False
4397,302.3,310.1,1383,42.9,24,True,False,False
5156,304.2,313.3,1625,37.3,27,True,False,False
9553,299.3,310.8,1523,40.9,141,False,False,True
2383,299.1,308.3,1601,31.4,121,False,True,False
2203,299.9,309.2,1548,35.7,97,False,False,True
5359,303.3,312.6,1827,24.2,132,True,False,False
9682,299.1,310.1,1412,44.4,24,False,False,True
4538,302.3,310.2,1548,35.3,170,False,True,False
8528,298.4,309.3,1531,37.4,16,False,True,False
5132,304.1,313.3,1452,43.9,182,False,True,False
5896,301.2,310.9,1460,46.7,166,False,False,True
2195,299.6,308.9,1568,35.3,77,False,False,True
5361,303.3,312.6,1463,44.0,140,False,True,False
2283,299.4,308.7,1459,47.6,96,False,True,False
3931,302.6,311.6,2041,19.2,174,False,False,True
2184,299.6,309.3,1577,39.8,48,False,False,True
8066,300.5,311.9,1670,26.3,89,False,False,True
4780,303.7,312.3,1511,38.9,117,False,True,False
8560,298.3,309.0,1519,40.0,96,False,True,False
6085,300.8,310.6,1505,36.2,0,False,False,True
2258,299.1,308.3,1892,25.2,34,False,True,False
4845,303.4,311.8,1316,50.9,69,False,False,True
287,298.2,308.3,1589,33.2,94,False,True,False
34,298.9,309.3,1665,32.5,93,False,True,False
1641,298.0,307.8,1567,36.4,109,False,True,False
2343,299.2,308.2,1674,28.2,14,False,False,True
3792,302.3,311.0,1528,43.1,30,False,True,False
8126,300.2,311.4,1452,47.8,34,False,True,False
4949,303.8,312.7,1500,41.7,125,False,False,True
3526,301.8,310.9,1609,31.7,202,False,True,False
5126,304.3,313.5,1416,48.1,167,False,False,True
3297,301.2,310.3,1379,43.2,56,False,False,True
1164,296.9,307.9,1367,47.1,204,False,True,False
9439,298.1,308.7,1315,56.8,59,False,False,True
2899,300.6,309.5,1550,40.2,96,False,False,True
8317,298.8,309.8,1463,40.0,90,False,True,False
480,297.4,308.9,1323,57.3,163,False,False,True
6276,301.3,310.8,1628,32.2,43,False,True,False
6807,301.1,310.8,1608,32.9,119,False,True,False
533,297.5,309.4,1443,45.4,70,False,True,False
9849,298.5,309.2,1568,40.6,39,True,False,False
3875,302.6,311.7,1254,54.1,19,False,True,False
6367,299.9,309.5,2065,18.1,62,False,False,True
3600,301.7,310.5,1388,50.5,176,True,False,False
2186,299.8,309.4,1630,32.4,53,False,True,False
7621,300.5,311.5,1651,36.9,65,False,True,False
5992,300.7,310.7,1416,40.4,214,False,True,False
11,298.4,308.9,1782,23.9,24,True,False,False
349,297.6,308.3,1617,31.7,39,False,True,False
8636,297.4,308.3,1704,27.3,65,False,True,False
7004,300.5,310.6,1540,46.7,206,False,True,False
3765,302.4,311.0,1329,54.6,176,False,True,False
9117,297.6,308.7,1659,32.1,49,True,False,False
1272,298.0,309.4,1490,40.5,53,True,False,False
4792,303.7,312.7,1469,48.5,147,False,False,True
3791,302.3,310.9,1412,48.9,28,False,True,False
1709,298.2,307.8,1627,31.5,64,False,True,False
1276,298.1,309.4,1362,47.6,70,False,False,True
5406,302.7,312.4,1444,48.7,9,False,True,False
9509,299.2,310.4,1611,36.4,32,False,True,False
6415,300.4,310.1,1457,35.1,193,False,False,True
4912,303.5,312.3,1681,29.8,25,False,True,False
6247,300.8,310.3,1457,46.8,182,True,False,False
4785,303.9,312.6,1642,32.3,127,False,True,False
2089,299.6,309.4,1331,46.4,16,False,True,False
7656,300.4,311.5,1596,32.5,154,False,True,False
2471,298.9,308.5,1467,44.7,136,False,True,False
2282,299.3,308.7,1536,38.9,94,False,True,False
8816,297.3,308.5,1435,55.0,104,True,False,False
3876,302.6,311.8,1427,50.1,21,False,True,False
9524,299.0,310.2,1494,40.6,67,False,True,False
4717,303.4,311.6,1712,30.1,182,False,True,False
8844,297.3,308.8,1564,38.0,191,True,False,False
1803,298.1,307.6,1496,44.1,104,True,False,False
4348,301.9,309.8,1724,27.5,126,True,False,False
3846,302.3,311.0,1591,32.7,171,False,True,False
297,298.0,308.5,1395,46.2,122,False,True,False
1784,298.3,308.0,1553,41.0,52,True,False,False
5918,300.6,310.2,1341,52.6,21,False,True,False
7696,300.6,311.7,1488,47.7,22,False,True,False
7970,300.9,312.1,1711,28.8,74,False,True,False
178,298.2,308.2,1988,21.4,41,False,True,False
5202,303.7,312.7,1396,47.3,158,False,False,True
2575,299.5,309.3,1972,19.3,177,False,True,False
7492,300.4,311.8,1320,57.9,168,False,True,False
1061,296.7,307.9,1424,53.8,133,True,False,False
5687,302.2,311.6,1658,31.4,89,False,True,False
4572,302.8,310.9,1708,29.8,42,False,True,False
2474,298.9,308.5,1555,37.6,142,False,False,True
1101,296.8,307.5,1695,30.0,33,True,False,False
5492,302.7,312.2,1350,58.6,2,False,False,True
1567,298.0,308.1,1403,44.8,148,False,False,True
8629,297.5,308.4,1747,31.0,45,False,True,False
6047,300.9,311.0,1316,56.5,120,False,True,False
6581,301.3,310.4,1507,39.1,194,False,True,False
866,295.9,306.6,1414,50.2,51,False,True,False
5966,300.5,310.9,1447,46.5,137,True,False,False
210,298.4,308.6,1477,44.0,124,False,True,False
3599,301.7,310.5,1399,53.2,174,False,True,False
3796,302.1,310.8,1409,41.3,39,False,False,True
8676,297.3,308.6,1688,29.4,166,True,False,False
2686,299.8,309.4,1609,32.5,27,False,True,False
3269,301.3,310.1,1525,37.8,199,False,False,True
6410,300.3,310.0,1560,40.8,182,False,True,False
2981,300.4,309.5,1447,39.3,110,False,True,False
916,295.4,305.8,1526,38.2,181,False,False,True
1470,298.6,309.8,1497,41.6,118,False,True,False
6244,301.0,310.4,2204,16.6,175,False,True,False
5085,304.1,313.1,1969,20.8,59,False,True,False
3088,300.0,309.1,1474,45.2,152,False,False,True
2344,299.1,308.3,1305,61.4,17,False,True,False
6910,300.8,311.2,1376,48.1,172,False,True,False
9491,299.0,309.7,1418,44.7,209,False,False,True
7923,300.7,311.9,1462,39.7,181,False,True,False
8700,297.3,308.7,1655,34.1,21,False,False,True
1495,298.0,308.7,1377,48.5,181,False,False,True
4073,301.9,310.6,1610,33.4,87,False,True,False
1538,298.4,309.1,1467,39.6,78,False,False,True
5458,303.0,312.5,1602,33.7,135,False,False,True
9593,299.2,310.4,1379,46.8,39,False,True,False
312,298.0,308.6,1453,44.1,165,False,False,True
3674,302.3,311.7,1449,44.5,152,True,False,False
9564,299.8,311.1,1763,25.5,171,False,False,True
1210,297.0,308.1,2540,13.3,98,True,False,False
6531,301.3,310.6,1605,32.5,59,True,False,False
6592,301.7,310.7,2023,20.9,5,False,True,False
7259,300.3,310.4,1742,25.9,7,False,True,False
2049,299.3,309.2,1465,41.5,127,False,True,False
3937,302.5,311.5,1985,18.8,190,False,True,False
4530,302.4,310.4,1586,34.3,149,False,False,True
2480,299.0,308.5,1604,34.7,159,False,True,False
8198,299.4,310.7,1492,45.7,219,False,False,True
3471,301.8,310.8,1736,26.5,56,False,True,False
5159,304.1,313.3,1459,50.3,39,False,True,False
8849,297.5,308.9,1436,44.8,2,False,False,True
2355,299.3,308.6,1433,37.7,42,False,True,False
4108,302.0,310.5,1809,27.1,175,False,True,False
6992,300.8,311.1,1509,33.4,172,False,True,False
5063,304.0,312.9,1313,53.9,202,False,True,False
5785,301.8,311.1,1399,41.8,125,False,False,True
854,296.3,307.3,1444,49.0,13,False,True,False
7842,300.1,311.5,1471,47.2,201,False,True,False
4236,302.2,310.8,1438,41.4,66,False,True,False
7542,300.3,311.5,1528,40.9,76,False,False,True
6208,300.7,310.6,1447,40.7,82,False,True,False
532,297.6,309.5,1549,34.9,68,False,True,False
7717,300.5,311.5,1378,48.2,82,False,False,True
1804,298.1,307.7,1388,40.3,109,False,True,False
7487,300.3,311.7,1635,31.8,156,False,True,False
3707,302.0,311.3,1567,41.1,26,False,True,False
105,298.8,308.7,1450,43.4,66,False,True,False
2329,299.3,308.7,1579,36.3,211,False,True,False
4314,301.4,310.1,1502,46.6,37,False,True,False
5426,302.5,312.2,1775,27.9,56,False,True,False
5036,304.0,313.2,1500,40.6,124,False,False,True
7777,300.3,311.5,1445,47.3,40,False,False,True
8040,300.8,311.9,1560,31.8,21,False,True,False
5427,302.6,312.3,1554,42.0,58,False,True,False
4434,302.4,310.2,1435,44.9,127,True,False,False
509,297.7,309.3,1893,24.6,15,False,True,False
6886,300.8,311.2,1397,48.7,111,False,True,False
4159,301.9,310.4,1889,21.5,92,False,True,False
1266,297.9,309.4,1558,35.7,39,False,True,False
1574,298.2,308.2,1466,42.4,164,False,True,False
1723,298.2,307.7,1952,21.6,93,False,False,True
9012,297.2,307.9,1530,35.9,197,False,False,True
5282,303.7,313.0,1469,39.9,137,False,False,True
3986,302.3,311.2,1386,50.3,110,False,True,False
9236,298.2,308.9,1592,35.2,142,False,False,True
3559,301.7,310.6,1743,26.2,71,False,True,False
3148,300.4,309.7,1440,42.8,104,False,False,True
9941,298.3,308.1,1722,28.6,89,False,False,True
2240,299.2,308.6,1381,50.0,193,False,True,False
2387,299.1,308.4,1543,37.9,130,False,True,False
6940,300.7,311.3,1348,53.0,35,False,False,True
5136,304.1,313.3,1883,24.5,190,False,True,False
5218,303.8,312.8,1420,47.9,200,False,False,True
2209,299.8,309.2,1435,42.6,111,True,False,False
52,298.9,309.1,1383,54.9,145,False,True,False
5791,301.7,311.2,1563,34.5,139,False,False,True
8306,298.8,310.1,1380,44.0,56,True,False,False
8224,299.1,310.5,1329,54.9,58,False,True,False
2413,299.1,308.6,1408,46.7,196,False,True,False
7065,300.8,310.5,1696,29.7,162,False,False,True
3201,300.1,309.2,1454,44.4,19,False,False,True
6770,301.2,310.8,1392,52.6,23,False,True,False
3049,300.2,309.3,1532,43.2,53,False,True,False
1840,297.7,307.1,1715,30.2,0,False,True,False
4128,302.0,310.6,1438,43.2,12,True,False,False
5665,302.2,311.4,1539,35.1,24,False,False,True
6692,301.7,311.0,1510,47.8,27,False,False,True
4883,303.7,312.5,1462,46.2,165,False,True,False
6190,301.0,310.9,1910,21.9,37,False,False,True
1217,296.9,308.0,1514,41.0,120,False,True,False
8141,299.6,310.9,1658,28.0,76,False,True,False
9616,299.0,310.2,1564,39.9,97,False,False,True
3789,302.3,310.8,1511,48.1,24,False,True,False
2691,300.0,309.5,1728,26.0,37,False,True,False
9899,298.7,309.2,1396,44.8,178,False,True,False
4909,303.6,312.5,1459,48.2,17,False,False,True
5507,302.9,312.2,1677,30.5,46,False,True,False
1253,297.5,308.8,1533,41.5,223,False,True,False
4356,302.0,309.8,1280,57.3,147,True,False,False
575,297.9,310.0,1439,41.7,185,False,False,True
930,295.6,306.0,1419,51.1,7,False,True,False
3112,300.0,309.2,1759,27.9,5,False,True,False
6671,301.5,310.6,1998,20.2,210,False,True,False
3673,302.3,311.6,1658,32.3,150,False,True,False
1221,297.0,308.2,1577,29.4,130,False,True,False
9698,298.8,309.8,1413,45.5,64,False,False,True
1614,297.9,308.0,1296,62.9,41,False,True,False
7315,299.9,310.3,1268,53.3,146,False,True,False
4115,302.0,310.6,1358,53.1,194,False,True,False
7420,300.1,311.4,1572,36.2,199,False,True,False
2922,300.8,309.8,1657,31.1,151,False,True,False
7407,299.8,310.9,1545,40.7,166,False,True,False
1156,297.0,307.9,1846,27.3,179,True,False,False
4824,303.5,311.9,1493,38.7,14,False,True,False
2142,299.3,308.9,1577,34.9,160,False,False,True
7926,300.7,311.9,1697,28.2,191,False,False,True
3873,302.7,311.9,1389,46.5,15,False,True,False
5089,304.0,313.1,1465,41.0,69,False,True,False
3621,301.9,311.2,1474,41.8,18,True,False,False
7022,300.7,310.6,1631,32.6,43,True,False,False
333,297.6,308.3,1538,40.2,0,False,False,True
7518,300.3,311.7,1445,47.3,15,False,True,False
3152,300.5,309.8,1428,43.8,119,False,True,False
1146,297.0,307.8,1553,33.3,155,False,True,False
8610,297.4,308.3,1475,40.5,222,False,True,False
7356,299.6,310.2,1588,34.1,38,False,True,False
8283,298.9,310.7,1638,33.6,218,False,False,True
9945,298.3,307.9,1399,47.8,99,False,True,False
2869,300.8,309.7,1418,46.6,12,False,True,False
9999,299.0,308.7,1408,48.5,25,True,False,False
9581,299.5,310.7,1423,56.5,7,False,False,True
1136,296.9,307.9,1535,39.2,133,False,True,False
8044,300.7,311.9,1486,35.8,32,False,True,False
4172,302.2,310.5,1832,23.7,129,False,False,True
1593,298.1,308.4,1592,38.2,211,False,True,False
1706,298.1,307.8,1608,32.6,57,False,False,True
